S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2292,03/04/2021,Bihar,266677,2364,262733,1580
2293,04/04/2021,Bihar,267513,2943,262988,1582
2294,05/04/2021,Bihar,268377,3561,263233,1583
2295,06/04/2021,Bihar,269312,4144,263582,1586
2296,07/04/2021,Bihar,270392,4955,263849,1588
2297,08/04/2021,Bihar,271919,5926,264402,1591
2298,09/04/2021,Bihar,273830,7505,264730,1595
2299,10/04/2021,Bihar,276004,9358,265048,1598
2300,11/04/2021,Bihar,279473,11999,265870,1604
2301,12/04/2021,Bihar,283229,14696,266923,1610
2302,13/04/2021,Bihar,286228,17053,267559,1616
2303,14/04/2021,Bihar,290385,20149,268606,1630
2304,15/04/2021,Bihar,295171,23725,269795,1651
2305,16/04/2021,Bihar,301304,29079,270550,1675
2306,17/04/2021,Bihar,307557,33466,272403,1688
2307,18/04/2021,Bihar,315427,39498,274207,1722
2308,19/04/2021,Bihar,324117,44701,277667,1749
2309,19/03/2020,Chandigarh,1,1,0,0
2310,20/03/2020,Chandigarh,1,1,0,0
2311,21/03/2020,Chandigarh,1,1,0,0
2312,22/03/2020,Chandigarh,5,5,0,0
2313,23/03/2020,Chandigarh,6,6,0,0
2314,24/03/2020,Chandigarh,6,6,0,0
2315,25/03/2020,Chandigarh,7,7,0,0
2316,26/03/2020,Chandigarh,7,7,0,0
2317,27/03/2020,Chandigarh,7,7,0,0
2318,28/03/2020,Chandigarh,8,8,0,0
2319,29/03/2020,Chandigarh,8,8,0,0
2320,30/03/2020,Chandigarh,8,8,0,0
2321,31/03/2020,Chandigarh,13,13,0,0
2322,01/04/2020,Chandigarh,13,13,0,0
2323,02/04/2020,Chandigarh,16,16,0,0
2324,03/04/2020,Chandigarh,18,18,0,0
2325,04/04/2020,Chandigarh,18,18,0,0
2326,05/04/2020,Chandigarh,18,18,0,0
2327,06/04/2020,Chandigarh,18,18,0,0
2328,07/04/2020,Chandigarh,18,18,0,0
2329,08/04/2020,Chandigarh,18,11,7,0
2330,09/04/2020,Chandigarh,18,11,7,0
2331,10/04/2020,Chandigarh,18,11,7,0
2332,11/04/2020,Chandigarh,18,11,7,0
2333,12/04/2020,Chandigarh,19,12,7,0
2334,13/04/2020,Chandigarh,21,14,7,0
2335,14/04/2020,Chandigarh,21,14,7,0
2336,15/04/2020,Chandigarh,21,14,7,0
2337,16/04/2020,Chandigarh,21,14,7,0
2338,17/04/2020,Chandigarh,21,12,9,0
2339,18/04/2020,Chandigarh,21,12,9,0
2340,19/04/2020,Chandigarh,23,13,10,0
2341,20/04/2020,Chandigarh,26,13,13,0
2342,21/04/2020,Chandigarh,26,13,13,0
2343,22/04/2020,Chandigarh,27,13,14,0
2344,23/04/2020,Chandigarh,27,13,14,0
2345,24/04/2020,Chandigarh,27,13,14,0
2346,25/04/2020,Chandigarh,27,13,14,0
2347,26/04/2020,Chandigarh,28,13,15,0
2348,27/04/2020,Chandigarh,30,13,17,0
2349,28/04/2020,Chandigarh,40,23,17,0
2350,29/04/2020,Chandigarh,56,39,17,0
2351,30/04/2020,Chandigarh,56,39,17,0
2352,01/05/2020,Chandigarh,56,39,17,0
2353,02/05/2020,Chandigarh,88,71,17,0
2354,03/05/2020,Chandigarh,88,71,17,0
2355,04/05/2020,Chandigarh,94,75,19,0
2356,05/05/2020,Chandigarh,102,80,21,1
2357,06/05/2020,Chandigarh,111,89,21,1
2358,07/05/2020,Chandigarh,120,98,21,1
2359,08/05/2020,Chandigarh,135,113,21,1
2360,09/05/2020,Chandigarh,150,128,21,1
2361,10/05/2020,Chandigarh,169,143,24,2
2362,11/05/2020,Chandigarh,169,143,24,2
2363,12/05/2020,Chandigarh,174,148,24,2
2364,13/05/2020,Chandigarh,187,156,28,3
2365,14/05/2020,Chandigarh,187,156,28,3
2366,15/05/2020,Chandigarh,191,151,37,3
2367,16/05/2020,Chandigarh,191,151,37,3
